index,artist,title,lyrics sentiment,mood,lyrics,spotify_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
ML1191,Celtic Woman,The Prayer,pos,relaxed,I pray you'll be our eyes\nAnd watch us where we go\nAnd help us to be wise\nIn times when we don't know\nLet this be our prayer\nAs we go our way\nLead us to a place\nGuide us with your grace\nTo a place where we'll be safe\nI pray we'll find your light\nAnd hold it in our hearts\nWhen stars go out each night\nRemind us where you are\nLet this be our prayer\nWhen shadows fill our day\nLead us to a place\nGuide us with your grace\nGive us faith so we'll be safe\nOoooh ooooh\nOoooh ooooh\n(We ask that life be kind)\nWe ask that life be kind\n(And watch us from above)\nAnd watch us from above\n(We hope each soul will find)\nWe hope each soul will find\n(Another soul to love)\nAnother soul to love\nLet this be our prayer\nJust like every child\nNeeds to find a place\nGuide us with your grace\nGive us faith so we'll be safe\nNeed to find a place\nGuide us with your grace\nGive us faith so we'll be safe,2Pjzs6em3IcVcEuEQZZk5g,0.135,0.168,5,-13.857999999999999,1,0.0355,0.945,0.00312,0.11199999999999999,0.16399999999999998,65.14699999999999
ML1192,Ramones,Do You Remember Rock 'N' Roll Radio?,pos,happy,"This is rock and roll radio, come on; let's rock and roll with the Ramones\nRock and rock and roll radio, let's go\nRock and rock and roll radio, let's go\nRock and rock and roll radio, let's go\nRock and rock and roll radio, let's go\n\nDo you remember Hullabaloo\nUpbeat, Shindig and Ed Sullivan too?\nDo you remember rock and roll radio?\nDo you remember rock and roll radio?\nDo you remember Murray the K\nAlan Freed, and high energy?\nIt's the end, the end of the 70's\nIt's the end, the end of the century\nDo you remember lying in bed\nWith your covers pulled up over your head?\nRadio playing so no one can see\nWe need change, we need it fast\nBefore rock's just part of the past\nBecause lately it all sounds the same to me\nOh oh oh oh, oh oh\n\nWill you remember Jerry Lee\nJohn Lennon, T. Rex and OI Moulty?\nIt's the end, the end of the 70's\nIt's the end, the end of the century",2Ck23L2znrPAFiyopqzWUj,0.302,0.961,7,-5.619,1,0.11599999999999999,0.445,0.00268,0.823,0.659,152.366
ML1193,The Cure,Us Or Them,neg,angry,"There is no terror in my heart\nDeath is with us all\nWe suck him down with our first breath\nAnd spit him out as we fall\nThere is no terror in my heart\nNo dread of the unknown\nDesire for paradise to be\nShall we love this on our own\n\nNo I don't want you anywhere near me\nGet your fucking world out of my head\n\nI don't want your ""Us or them""\nNo I don't need your ""Us or them""\nOh I don't want your ""Us or them""\nI don't need your ""Us or them""\nYou're ""Us or them""\n\nI live in knowledge of real truth\nAnd all my Gods are great!\nThe doleful can't of a bigot\nBlinded by fear and hate\nYou live in knowledge of real truth?\nOh the biggest lie I heard\nHow sick in your mind and your soul\nTo be scared of my voice and my words\n\nYou don't want me anywhere near you\nYou don't want me anywhere near you\nGet my fucking head out of your world\nYou don't want me anywhere near you\nYou don't want me anywhere near you\nGet my fucking head out of your world\n\nI don't want your ""Us or them""\nNo I don't need your ""Us or them""\nOh I don't want your ""Us or them""\nI don't need your ""Us or them""\nAs the only way this ever ends is ""Me""",4yoPz0pPNCXHtJUISDKMRr,0.361,0.983,2,-3.053,1,0.086,0.006220000000000001,0.024,0.28800000000000003,0.331,180.27599999999998
ML1194,Guns N Roses,Paradise City,neg,angry,"Take me down to the Paradise City\nWhere the grass is green and the girls are pretty\n(Take me home) Oh, won't you please take me home?\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\n(Take me home) Oh, won't you please take me home?\n\nJust an urchin living under the street, I'm a\nHard case that's tough to beat\nI'm your charity case, so buy me something to eat\nI'll pay you at another time, take it to the end of the line\nRags and riches, or so they say, you gotta\nKeep pushing for the fortune and fame\nYou know it's, it's all a gamble when it's just a game\nYou treat it like a capital crime, everybody's doing the time\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home? Yeah-yeah\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nTake me home\nStrapped in the chair of the city's gas chamber\nWhy I'm here, I can't quite remember\nThe Surgeon General says it's hazardous to breathe\nI'd have another cigarette\nBut I can't see, tell me who you're gonna believe\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nTake me home, yeah-yeah\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home, oh yeah\n\n\nSo far–away\nSo far–away\nSo far–away\nSo far–away\n\nCaptain America's been torn apart, now\nHe's a court jester with a broken heart\nHe said, ""Turn me around and take me back to the start""\nI must be losing my mind, are you blind? I've seen it all a million times\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nTake me home, yeah-yeah\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nTake me home, yeah-yeah\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home, home\n\nI wanna go, I wanna know\nOh, won't you please take me home?\nI wanna see, how good it can be\nOh, won't you please take me home?\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\n(Take me home) Oh, won't you please take me home?\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home?\nTake me down (oh yeah), spin me 'round\nOh, won't you please take me home?\nI wanna see, how good it can be\nOh, won't you please take me home?\nI wanna see, how good it can be\nOh, take me home?\nTake me down to the Paradise City\nWhere the grass is green and the girls are pretty\nOh, won't you please take me home?\nI wanna go, I wanna know\nOh, won't you please take me home?\nBaby",6eN1f9KNmiWEhpE2RhQqB5,0.268,0.98,11,-5.957999999999999,1,0.10300000000000001,0.0192,0.007090000000000001,0.182,0.395,100.315
ML1196,System of a Down,Prison Song,neg,angry,"They're tryna build a prison\nThey're tryna build a prison\nOh\n\nFollowing the rights movements, you clamped down with your iron fists\nDrugs became conveniently available for all the kids\nFollowing the rights movements, you clamped down with your iron fists\nDrugs became conveniently available for all the kids\n\nI buy my crack, my smack, my bitch\nRight here in Hollywood\nNearly two million Americans are incarcerated\nIn the prison system, prison system of the US\n\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nFor you and me to live in\nAnother prison system\nAnother prison system\nAnother prison system\nFor you and me\n\nMinor drug offenders fill your prisons, you don't even flinch\nAll our taxes paying for your wars against the new non-rich\nMinor drug offenders fill your prisons, you don't even flinch\nAll our taxes paying for your wars against the new non-rich\n\nI buy my crack, my smack, my bitch\nRight here in Hollywood\nThe percentage of Americans in the prison system\nPrison system has doubled since 1985\n\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nFor you and me to live in\nAnother prison system\nAnother prison system\nAnother prison system\nFor you and me\nFor you and I, you and I, you and I, you and I\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison for you and me\nOh, baby, you and me\n\nOh, oh\nAll research and successful drug policy\nShows that treatment should be increased\nOh\nAnd law enforcement decreased\nWhile abolishing mandatory minimum sentences\nOh\nAll research and successful drug policy\nShows that treatment should be increased\nOh\nAnd law enforcement decreased\nWhile abolishing mandatory minimum sentences\nUtilizing drugs to pay for secret wars around the world\nDrugs are now your global policy, now you police the globe\n\nI buy my crack, my smack, my bitch\nRight here in Hollywood\nDrug money is used to rig elections and train brutal\nCorporate sponsored dictators around the world\n\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison\nFor you and me to live in\nAnother prison system\nAnother prison system\nAnother prison system\nFor you and me\nFor you and I, you and I, you and I, you and me\nThey're tryna build a prison\nThey're tryna build a prison\nThey're tryna build a prison for you and me\nOh, baby, you and me",0MLB2WalfY5Piamh9cv70I,0.502,0.977,1,-3.266,1,0.134,0.0199,9.499999999999999e-05,0.16899999999999998,0.34299999999999997,99.963
ML1197,Ozzy Osbourne,Gets Me Through,pos,angry,I'm not the kind of person you think I am\nI'm not the anti-Christ or the iron man\nI have a vision that I just can't control\nI feel I've lost my spirit and sold my soul\nGot no control\n\nI try to entertain you the best I can\nI wish I'd started walking before I ran\nBut I still love the feeling I get from you\nI hope you'll never stop 'cause it gets me through yeah\nIt gets me through yeah\n\nThe feelings that I hide behind\nSometimes reality's unkind\nThe nightmares stalk for me at night\nI dread the long and lonely nights\n\nI'm not the kind of person you think I am\nI'm not the anti-Christ or the iron man\nBut I still love the feeling I get from you\nI hope you'll never stop 'cause it gets me through yeah\n\nI'm just trying to live yeah ,22pYLd7F1Z0wLH7usCUHjK,0.418,0.828,4,-6.156000000000001,0,0.0414,0.000787,5.2600000000000005e-05,0.264,0.264,148.092
ML1198,Lene Marlin,When You Were Around,neg,relaxed,"I miss those times\nI miss those days\nWhen you were around\nSo many ways\nAnd it felt so safe\nAnd I was glad\nBut now something's changed\nThat makes me sad\nAnd I was waiting patiently\nBut you never came\nI realize it now, won't ever be the same, again\nWon't ever be the same, again\nIf you're doing fine\nI don't know\nYou see, I gave up calling\nLong time ago\nHaven't heard from you\nI guess that means\nThat I'm no good no more\nThat's what it seems\nAnd I was waiting patiently\nBut you never came\nI realize it now, won't ever be the same, again\nWon't ever be the same, again\nYou see, I gave up waiting for you to care\nYou're not there\nAnd I wonder if you ever were\nAnd I was waiting patiently\nBut you never came\nI realize it now, won't ever be the same, again\nWon't ever be the same, again\nAnd I was waiting patiently\nBut you never came\nI realize it now, won't ever be the same, again\nWon't ever be the same, again",2wT1vDV2TGrdzAyqmFbiY1,0.495,0.19399999999999998,11,-13.994000000000002,1,0.0309,0.552,0.0,0.096,0.289,138.834
ML1199,Joshua Radin,"No Envy, No Fear",pos,relaxed,"Some are reaching few are there\nWandering from a heros chair\nSome are scared to fly so high\nWell this is how we have to try\nHave no envy and no fear\nHave no envy\nNo fear\nBrother, brother we all see\nYou're hiding out so painfully\nSee yourself come out to play\nA lovers rain will wash away\nYour envy and your fear\nSo have no envy\nNo fear\nWhen your sister turns to leave\nOnly when she's most in need\nTake away the cause of pain\nBy showing her we're all the same\nHave no envy\nNo fear\nHave no envy\nAnd no fear\nEvery day we try to find\nWe search our hearts and our minds\nThe place we used to call our home\nCan't be found when we're alone\nSo have no envy\nNo fear\nHave no envy\nNo fear",7GNXRQ7AL3DHAfjgh7BkL8,0.506,0.212,6,-16.281,1,0.0366,0.43700000000000006,0.00598,0.153,0.22899999999999998,186.646
ML1201,Strokes,Hard to Explain,neg,angry,"Was an honest man\nAsked me for the phone, tried to take control\nOh, I don't see it that way\nI don't see it that way\nWe shared some ideas\nAll obsessed with fame, says we're all the same\nOh, I don't see it that way\nI don't see it that way\n\nRaised in Carolina\nI'm not like that\nTrying to remind her\nWhen we go back\n\nI missed the last bus, I'll take the next train\nI'll try, but you see, it's hard to explain\nI say the right thing but act the wrong way\nI like it right here, but I cannot stay\nI'm watching TV, forget what I'm told\nWell, I am too young and they are too old\nThe joke is on you, this place is a zoo\nYou're right, it's true\nHe said he can't decide\nI shake my head to say, ""everything's just great""\nOh, I just can't remember\nI just can't remember\n\nRaised in Carolina\nShe says, ""I'm not like that""\nTrying to remind her\nWhen we go back\n\nI say the right thing but act the wrong way\nI like it right here, but I cannot stay\nI'm watching TV, forget what I'm told\nWell, I am too young and they are too old\nOh man, can't you see, I'm nervous, so please\nPretend to be nice so I can be mean\nI missed the last bus, we'll take the next train\nI'll try, but you see, it's hard to explain",0OM9ri37LIbPc9hffwsyb1,0.408,0.665,7,-6.2860000000000005,1,0.0578,0.00045599999999999997,0.863,0.0888,0.667,82.525
ML1202,Deerhoof,"O'Malley, Former Underdog",pos,happy,"When you're overly confident\nThen it's over before beginning the good part\nEverybody fades away\nWaves.. waves carrying them away\nWait.. wait\nO'Malley, O'Malley, O'Malley..\nO'Malley, O'Malley, O'Malley\nSing with me, sing with me, sing with me\nOr I won't even sing\nHooray, hooray\nO'Malley, run\nHooray, hooray\nO'Malley, fun\nUsed to be the underdog\nHooray, O'Malley, run\nBut you're overly confident\nSo it's over before beginning the good part\nEverybody fades away;\nWe got carried away",2UUIhx3JvR4hAtnbjPhj75,0.387,0.882,4,-5.689,0,0.0406,0.157,5.16e-05,0.381,0.35700000000000004,146.716
ML1203,Powderfinger,My Kind Of Scene,pos,relaxed,"Tell me where I'm\nSupposed to begin\nAn unhappy life workin'\nSome kind of dead-end job\nFor everything you thought you had\nHas gone from worse to bad\n\nSo lean to the side\nWhisper it quiet\nThe end is in sight to working\nAll night around the clock\nFor everything you thought you had\nHas gone from worse to bad\n\nBut it's not my kind of scene, oh yeah\nFootprints on the other side\nRemind me where I've been, oh yeah\nI'll watch from the other side\n\nTell me where I'm\nSupposed to begin\nMove out of sight and onto\nSome life I'm dreamin' of\nFor everything you thought you had\nHas gone from worse to bad\nSo I'll just wait and watch the wheels\nWhile you're turning back\n\nBut it's not my kind of scene, oh yeah\nFootprints on the other side\nRemind me where I've been, oh yeah\nI'll watch from the other side\n\nIt pulls me over and it drags me under\nIt pulls me over and it drags me under\n\nTell me where I'm\nSupposed to begin\nAn unhappy life workin'\n\nAlright now, alright now\nAlright now, alright now\n\nBut it's not my kind of scene, oh yeah\nFootprints on the other side\nRemind me where I've been, oh yeah\nI'll watch from the other side\n\nAlright now, alright now\nI'll watch from the other side\nAlright now, alright now\nI'll watch from the other side",4TJcKRkr1j70jbpuLiW8Cu,0.46299999999999997,0.45899999999999996,0,-8.218,1,0.028999999999999998,0.0134,0.0149,0.0723,0.14400000000000002,159.541
ML1204,Vio-Lence,Serial Killer,neg,angry,"I've tasted\nThe thrill of a kill\nThe thrill of my victims\nI'm crushing\nDestroying their will\nDemented\nA figure of speech\nMy mind is lost eternally\nOut of my reach\nRichard\nIn your glass case\nStand to be judged, their deaths\nWritten there all over your face\nTed\nA twelve year old\nYour body should rot out in public\nFor women you've killed\nRun for your life\nI'm the serial killer\nI've come to bury you today\nNo family, no funeral, no rosaries for\nSlain on this hillside\nMy silent grave!\nMy silent grave!\nMy silent grave!\nThat's where you lay!\nRun for your life\nI'm the serial killer\nI've come to bury you today\nNo family, no funeral, no rosaries for\nSlain on this hillside\nMy silent grave!\nMy silent grave!\nMy silent grave!\nThat's where you lay!\nBuried\nDead bodies behind\nTheir last words are still etched\nClearly into his mind\nDriven\nPossessed by a will\nA will that takes over\nAnd drives him out for the kill\nSubmit\nSubmit to me now\nHe screams out in anger\nBloody thristy, as you cower down\nIt's time\nHe raises the blade\nYou cry out to God\nFor your innocent life to be saved\nRun for your life\nI'm the serial killer\nI've come to bury you today\nNo family, no funeral, no rosaries for\nSlain on this hillside\nMy silent grave!\nMy silent grave!\nMy silent grave!\nThat's where you lay!",4RbIwt2pKdPtvHRInW5moq,0.284,0.9640000000000001,9,-4.1419999999999995,0,0.17,0.000391,0.0,0.0985,0.24100000000000002,111.884
ML1205,Kenny Chesney,She Thinks My Tractor's Sexy,pos,happy,"Plowing these fields in the hot summer sun\nOver by the gate lordy here she comes\nWith a basket full of chicken and a big cold jug of sweet tea\nI make a little room and she climbs on up\nOpen up a throttle and stir a little dust\nJust look at her face she ain’t a fooling me\n\nShe thinks my tractor's sexy\nIt really turns her on\nShe's always staring at me\nWhile I'm chugging along\nShe likes the way it's pulling while we're tilling up the land\nShe's even kind of crazy 'bout my farmer's tan\nShe's the only one who really understands what gets me\nShe thinks my tractor's sexy\n\nWe ride back and forth 'til we run out of light\nTake it to the barn put it up for the night\nClimb up in the loft sit and talk with the radio on\nShe said she's got a dream and I asked what it is\nShe wants a little farm and a yard full of kids\nOne more teeny weenie ride before take her home\n\nShe thinks my tractor's sexy\nIt really turns her on\nShe's always staring at me\nWhile I'm chugging along\nShe likes the way it's pulling while we're tilling up the land\nShe's even kind of crazy 'bout my farmer's tan\nShe's the only one who really understands what gets me\nShe thinks my tractor's sexy\n\nWell, she isn’t into cars or pickup trucks\nBut if it runs like a Deere, man, her eyes light up\n\nShe thinks my tractor's\nShe thinks my tractor's sexy\nIt really turns her on\nShe's always staring at me\nWhile I'm chugging along\nShe likes the way it's pulling while we're tilling up the land\nShe's even kind of crazy 'bout my farmer's tan\nShe's the only one who really understands what gets me\nShe thinks my tractor's sexy\nShe thinks my tractor's sexy\nShe thinks my tractor's sexy",722hczJEqYxfA8k3qqnEXN,0.68,0.9109999999999999,5,-5.966,0,0.0366,0.0576,1.33e-06,0.203,0.9109999999999999,122.094
ML1206,Silverchair,Spawn Again,neg,angry,"Death becomes clearer through bloodshot eyes\nAs a death from old age becomes nearer\nWhy can't the livestock be free\nWhen trading soldiers for steak\n\nLearn to evolve with the new transition\nTo act upon a hypocritical vision\nDiscard the old and in with the new\nDiscard the old and in with the fashion\n\nLearn to evolve with the new transition\nTo act upon a hypocritical vision\nLearn to evolve, learn to\nLearn to evolve\n\nWho is the bad guy\nFor iron, require mince\nThese are the facts\nSo eat what you murder\nThis is animal liberation\nEight billion killed for human pleasure\n\nBring on the ape farm\nDemolish the monkeys\nDrink up, drink up\nLook down on junkies\nA new hypocritical look and ambition\nThe time has come\nTo make the decision, you\nDrink up, drink up, look down\nI'll hold it back, I'll hold it back\n\nDiscard the old, in with the fashion\n\nDeath becomes clearer through bloodshot eyes\nDeath becomes clearer through bloodshot eyes",5nbbIfsVTu54XadrMNltni,0.319,0.8590000000000001,1,-6.597,1,0.0609,0.0167,0.00405,0.10400000000000001,0.233,138.175
ML1207,Sepultura,Dead Embryonic Cells,neg,angry,"Land of anger\nI didn't ask to be born\nSadness, sorrow\nEverything so alone\nLaboratory sickness\nInfects humanity\nNo hope for cure\nDie by technology\n\nA world full of shit coming down\nTribal violence everywhere\nLife in the age of terrorism\nWe spit in your other face\n\nWar of races\nWorld without intelligence\nA place consumed by time\nEnd of it all\n\nWe're born\nWith pain\nNo more\nWe're dead\nEmbryonic cells\n\nCorrosion inside - we feel\nCondemned future - we see\nEmptiness calls - we hear\nFinal premonition - the truth\n\nLand of anger\nI didn't ask to be born\nSadness, sorrow\nEverything so alone\nLaboratory sickness\nInfects humanity\nNo hope for cure\nDie by technology\n\nWe're born with pain\nSuffer remains\nWe're born with pain\nSuffer remains\nWe're dead",2txRNykEynrNId3QT8yxow,0.445,0.917,11,-6.776,1,0.0693,9.62e-06,0.175,0.10800000000000001,0.439,106.54
ML1208,Steely Dan,Only A Fool Would Say That,neg,relaxed,"A world become one of salads and sun\nOnly a fool would say that\nA boy with a plan, a natural man\nWearing a white Stetson hat\n\nUnhand that gun begone\nThere's no one to fire upon\nIf he's holding it high\nHe's telling a lie\n\nI heard it was you\nTalking 'bout a world where all is free\nIt just couldn't be\nAnd only a fool would say that\n\nThe man in the street dragging his feet\nDon't wanna hear the bad news\nImagine your face there at his place\nStanding inside his brown shoes\n\nYou do his nine to five\nDrag yourself home half alive\nAnd there on the screen\nA man with a dream\n\nI heard it was you\nTalking 'bout a world where all is free\nIt just couldn't be\nAnd only a fool would say that\n\nAnybody on the street\nHas murder in his eyes\nYou feel no pain\nAnd you're younger than you realize\nOnly a fool would say that\nOnly a fool\n\nI heard it was you\nTalking 'bout a world where all is free\nIt just couldn't be\nAnd only a fool would say that\n\nOnly a fool would say that\nOnly a fool would say that",6K97DIa6ZXxd2bKUVdDOAL,0.8009999999999999,0.525,0,-12.382,1,0.0349,0.73,0.0,0.204,0.9640000000000001,130.045
ML1209,IVY,I Think Of You,pos,relaxed,"I think of you\nWhenever I'm alone\nWhenever I get lonely\nI think of you\nWherever you may go\nI know that you are only one dream away\nSo don't give up\nBaby, don't give in\nIf we try, we can begin again\nI know what we've been through\nBut I still think of you\nI think of you\nWhenever I get down\nWhenever I get dreary\nI think of you\nWhen you're not around\nI wonder if you hear me\nCall out your name\nSo don't give up\nBaby, don't give in\nIf we try, we can begin again\nI know what we've been through\nBut I still think of you\nI think of you\nWhenever I'm alone\nWhenever I get lonely\nI think of you\nWhenever I get down\nWhenever I get weary\nI think of you\nWhenever I'm alone\nWhenever I get lonely\nI think of you...",40J9sl0nmbrnSJUcsBczxs,0.628,0.784,2,-8.379,1,0.0322,0.586,0.00385,0.319,0.23199999999999998,110.11399999999999
ML1210,Black Sabbath,Lonely Is The Word,neg,sad,"It's a long way to nowhere\nAnd I'm leaving very soon\nOn the way we pass so close\nTo the back side of the moon\n\nHey, join the traveler if you got nowhere to go\nHang your head and take my hand\nIt's the only road I know\n\nOh, lonely is the word, yeah yeah yeah!\n\nI've been higher than stardust\nI've been seen upon the sun\nI used to count in millions then\nBut now I only count in one\n\nC'mon, join the traveler if you got nowhere to go\nHang your head and take my hand\nIt's the only road I know\n\nYeah, lonely is the word\nGot to be the saddest song I've ever heard\n\n\nYeah, lonely is the name\nMaybe life's a losing game",2GSOOR5UXdDj9247nxyedO,0.43,0.743,8,-8.079,0,0.03,0.00040199999999999996,0.146,0.0774,0.51,110.48100000000001
ML1211,The Rakes,We Are All Animals,pos,happy,"We are the animals\nWho have lost our hair\nRetained some of our teeth\nAnd gained a choice\nWe'll chase food, money and sex\nUntil satisfied\nAnd when its time to rest\nAsk ""whats next?""\n\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\n\nWell its hard enough to retain control\nWhen our instincts are egging us on\nBiologists and chemists reducing our souls\nTo four letters\nAnd when we think about it\nWe're like a masterpiece\nWhose glimpsed the artist\n\nWe are the machines\nCarrying our various genes\nThen discarded\nWhen the job is done\nWe are the disciples\nWho have lost our way\nKicked from our pedestal when Darwin burnt the book\n\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\n\nWell its hard enough to retain control\nWhen our instincts are egging us on\nBiologists and chemists reducing our souls\nTo four letters\nWill genes replace Genesis?\nWe're like a masterpiece\nWhose glimpsed the artist\n\nWe like to think we're at a special place\nThe stars revolve around the human race\nBut we're just mammals, just primates\nLike chimps or gorillas\nWe see the hair on our face\nAnd look at another primate\nYou and I, we relate\n\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals\nWe are all animals",74dVOaICSDwJkCFZsSKeOn,0.619,0.7090000000000001,9,-5.938,0,0.0687,0.0125,0.0218,0.11800000000000001,0.885,180.02700000000002
ML1212,Nice & Smooth,Sometimes I Rhyme Slow,pos,relaxed,"Sometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick\nI'm sweeter and thicker than a chick-o stick\nHere's an ice cream cone honey take a lick\nOr go to Bay Plaza and catch a flick\nWore my Timberland boots so I can stomp ticks\nScandalous get a whiff of this, miss\nJust left the yard boys, now I'm blissed\nI feel good per say good state of mind\nDrive a red Sterling and the seats recline\nI love it when a lady treats me kind\nGo to Tavern on the Green and have a glass of wine\nHe say, she say, I heard it through the grapevine\nNo static, got an automatic\nToo much of anything makes you an addict\nTeasin, skeezin, all so pleasin\nDon't ask why I got my own reasons\nSmooth B, Greg Nice, Slick Nick clique\nSometimes I rhyme slow sometimes I rhyme quick...\n\nSometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick\n\nSometimes I rhyme slow\nSometimes I rhyme quick\nI was on 125 and Saint Nick\nWaiting on a cab, standing in the rain\nUnder my heart three clouds of pain\nShe got the best of me\nWhat was her destiny?\nMaybe I should lick her with my nine millime...ter\nMy mind is in a blur\nCause you could never pay me to think this would occur\nMe and this girl Jane Doe was living together\nWe were inseparable, noone could sever\nAt least that's what I thought\nBut later I fought with her substance\nAnd almost ended up in Supreme Court\nWhen I was on the road doing shows getting ends\nShe was in my Benz getting sniffy with her friends\nAnd even when she crashed my whip I didn't flip\nMy man Slick Nick said Smooth you're starting to slip\nTime went on I started noticing weight loss\nThen I had to ask her was she riding the white horse\nAt first she said no, then she said yo Smooth I'm sorry\nBut I keep having visions of snow, I need blow\nAnd I said whoa, little hottie\nI'm not DeLorean, Gambino or Gotti\nI don't deal coke, and furthermore you're making me broke\nI'll put you in a rehab and I won't tell your folks\nAnd what do you know\nIn 18 months she came home and I let her back in\nAnd now she's sniffing again...\n\nSometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick\nSometimes I rhyme slow sometimes I rhyme quick",7GWD1BjomJfjP6UuDXrhup,0.789,0.649,6,-11.187000000000001,0,0.0873,0.07,0.532,0.0989,0.7120000000000001,108.4
ML1213,Korn,Dead Bodies Everywhere,neg,angry,"Come on, step inside\nAnd you will realize\nTell me what you need\nTell me what to be\nWhat's your vision you'll see?\nWhat do you expect of me?\nI can't live that lie\n\nHate a sick mom with a fucked dad\nDealing with your life dead bodies everywhere\nYou really want me to be a good son\nWhy you make me feel like no one?\n\nLet me strip the plain\nLet me not give in\nFree me of your lies\nInside my heart dies\nYour dreams never achieved\nDon't lay that shit on me\nLet me live my life\n\nHate a sick mom with a fucked dad\nDealing with your life dead bodies everywhere\nYou!\nReally want me to be a good son\nWhy you make me feel like no one?\n\nYou want me to be something I can never ever be!\nYou want me to be something I can never ever be!\n\nA sick mom with a fucked dad\nDealing with your life dead bodies everywhere\nYou really want me to be a good son\nWhy you make me feel like no one?\n\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!\nDead bodies everywhere!",6vsyag9kEPckt19NClSf51,0.359,0.9329999999999999,11,-6.885,0,0.0807,0.000661,0.264,0.11699999999999999,0.09699999999999999,104.92200000000001
ML1214,Patty Griffin,Heavenly Day,pos,relaxed,"Oh heavenly day\nAll the clouds blew away\nGot no trouble today\nWith anyone\nThe smile on your face\nI live only to see\nIt's enough for me, baby\nIt's enough for me\nOh, heavenly day, heavenly day, heavenly day\nTomorrow may rain with sorrow\nHere's a little time we can borrow\nForget all our troubles in these moments so few\nAll we've got right now, the only thing that, all that we really have to do\nIs have ourselves a heavenly day\nLay here and watch the trees sway\nOh, can't see no other way, no way, no way\nHeavenly day, heavenly day, heavenly day\nNo one at my shoulder bringing me fears\nGot no clouds up above me bringing me tears\nGot nothing to tell you, I've got nothing much to say\nOnly I'm glad to be here with you\nOn this heavenly, heavenly, heavenly, heavenly\nHeavenly day\nAll the trouble's gone away\nFor a while anyway\nFor a while anyway\nHeavenly day, heavenly day, heavenly day\nHeavenly day, heavenly day, heavenly day",45JfFHbqys7ETDvvNuCYd7,0.289,0.45299999999999996,11,-6.4910000000000005,1,0.0353,0.6970000000000001,5.48e-06,0.209,0.196,180.09599999999998
ML1215,U2,MLK,neg,sad,"Sleep, sleep tonight\nAnd may your dreams be realized\nIf the thunder cloud passes rain\nSo let it rain, rain down on he\nSo let it be\nSo let it be\nSleep, sleep tonight\nAnd may your dreams be realized\nIf the thunder cloud passes rain\nSo let it rain, let it rain\nRain on he",4z8mVrBIdpu3Og33nAIrC3,0.196,0.0466,7,-21.61,1,0.0312,0.537,0.0,0.0875,0.0757,85.65899999999999
